address,AcceptsInsurance,AgesAllowed,Alcohol,Ambience,BYOB,BYOBCorkage,BestNights,BikeParking,BusinessAcceptsBitcoin,BusinessAcceptsCreditCards,BusinessParking,ByAppointmentOnly,Caters,CoatCheck,Corkage,DietaryRestrictions,DogsAllowed,DriveThru,GoodForDancing,GoodForKids,GoodForMeal,HairSpecializesIn,HappyHour,HasTV,Music,NoiseLevel,Open24Hours,OutdoorSeating,RestaurantsAttire,RestaurantsCounterService,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsPriceRange2,RestaurantsReservations,RestaurantsTableService,RestaurantsTakeOut,Smoking,WheelchairAccessible,WiFi,business_id,categories,city,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,is_open,latitude,longitude,name,neighborhood,postal_code,review_count,state,cuisine,negative_reviews,neutral_reviews,positive_reviews,stars
2425 N Rainbow Blvd,,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,"{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}",False,,True,"{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}",,,False,,,False,,False,,,,True,True,"{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}",average,,False,,,,True,2.0,False,,,yes,True,,IBSePQdC8MwoWdMmoyegnw,"Casinos, Sports Bars, American (Traditional), Food, Bars, Beer, Wine & Spirits, Restaurants, Nightlife, Arts & Entertainment",Las Vegas,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,1,36.2037503,-115.242497,Five Star Tavern,,89108,27,NV,american,7.0,2.0,18.0,2.962962962962963
4140 S Durango Dr,,,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,False,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,False,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,True,True,,,,False,casual,,True,True,2.0,False,,True,,,,w5ecDANc8JSPntIWtJBdwg,"Nightlife, American (Traditional), Sports Bars, Bars, Food, Breakfast & Brunch, Restaurants",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,1,36.1144314,-115.2781167,Putter's Bar & Grill,Spring Valley,89147,8,NV,american,1.0,1.0,6.0,4.25
"The Palazzo, 3327 Las Vegas Blvd S",,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}",,,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}",,,True,"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,False,False,,,,,False,False,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}",,True,True,"{'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}",average,,False,casual,,False,True,2.0,True,True,True,no,True,no,_ixV2SWDy7w8jzEAHp85qA,"Restaurants, American (Traditional), American (New), Bars, Nightlife",Las Vegas,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,0,36.1235594764,-115.168669224,First Food & Bar,The Strip,89109,355,NV,american,33.0,36.0,286.0,3.6507042253521127
8846 S Eastern Ave,,,none,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,False,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,,False,,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,False,,quiet,,False,casual,,True,True,1.0,False,False,True,,,no,K1WGxpKx1OoI0N1I6LRsyA,"Restaurants, American (Traditional), Fast Food, Burgers",Las Vegas,10:30-21:0,10:30-20:30,10:30-21:0,10:30-20:30,10:30-20:30,10:30-20:30,10:30-20:30,0,36.0284419,-115.11783359999998,Quickee Burgers,Southeast,89123,16,NV,american,4.0,5.0,7.0,2.1875
450 Fremont St,,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': True, 'trendy': False, 'upscale': False, 'casual': False}",,,,False,,False,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,False,,,,,False,,False,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}",,,True,,average,,True,casual,,False,True,2.0,False,True,False,,True,no,y7Js-07RF8d3N_AEtaw2VQ,"Performing Arts, Restaurants, Arts & Entertainment, Burgers, American (Traditional)",Las Vegas,11:0-23:0,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,1,36.1694,-115.140782,Heart Attack Grill,Downtown,89101,974,NV,american,256.0,123.0,595.0,3.0236139630390144
"Excalibur Hotel Casino, 3850 Las Vegas Blvd S",,,full_bar,,,,,,,True,"{'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': False}",,,,,average,,False,casual,,False,True,2.0,False,True,False,,True,,KJsGM_gLm597KEJ95PUfsw,"American (Traditional), Breakfast & Brunch, Restaurants",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0,36.098909,-115.175557,Sherwood Forest Cafe,The Strip,89109,48,NV,american,14.0,8.0,26.0,2.7083333333333335
"Delano Las Vegas, 3940 Las Vegas Blvd South",,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,False,,True,"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}",,False,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': True, 'brunch': True}",,,False,,average,,False,casual,,False,True,2.0,True,True,False,,True,free,8SWZLawwzqwzbXpGQS7gBw,"Sandwiches, Breakfast & Brunch, American (Traditional), Restaurants",Las Vegas,6:30-14:0,6:30-14:0,6:30-14:0,6:30-14:0,6:30-14:0,6:30-14:0,6:30-14:0,1,36.0929513501,-115.177524346,Della's Kitchen,The Strip,89119,370,NV,american,59.0,61.0,250.0,3.675675675675676
"Monte Carlo Hotel and Casino, 3770 Las Vegas Blvd S",,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,False,,True,"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,False,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}",,,False,,average,,False,casual,,False,True,2.0,True,True,True,,True,free,-JfncbVURtvuzBbof40o1w,"Restaurants, American (Traditional), Cafes, Sandwiches",Las Vegas,6:0-13:30,6:0-13:30,6:0-13:30,6:0-13:30,6:0-13:30,6:0-13:30,6:0-13:30,0,36.1047813604,-115.17466267299999,The Cafe at Monte Carlo,The Strip,89109,140,NV,american,41.0,27.0,72.0,2.557142857142857
2051 N Rainbow Blvd,,,none,,,,,,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,,,,,False,casual,,False,True,1.0,False,False,True,,True,,m8vYdMqANt1fKA0N9zKrkQ,"American (Traditional), Restaurants",Las Vegas,,,,,,,,0,36.1987661,-115.2435116,Souper Salad,,89108,13,NV,american,2.0,3.0,8.0,2.5384615384615383
3700 W Flamingo Rd,,,beer_and_wine,"{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,False,,True,"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,False,,,,,False,,,,False,False,"{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}",average,,False,,,,True,3.0,True,,,no,True,,A8IouaHOlMHoVIRuAKbKzA,"Nightlife, Wine Bars, Food, Beer, Wine & Spirits, Bars, Restaurants, American (Traditional)",Las Vegas,15:0-23:0,16:0-22:0,15:0-23:0,15:0-22:0,16:0-22:0,16:0-22:0,16:0-22:0,1,36.116914715300005,-115.18626749100001,Wine Cellar & Tasting Room,,89103,69,NV,american,4.0,2.0,63.0,4.057971014492754
"4381 W Flamingo Rd, 6th Fl, Palms Place",,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,False,,True,"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,False,,,,,False,,True,"{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}",,,True,,quiet,,False,casual,,False,True,2.0,True,True,True,,,free,0bWLkWeIcT-EnrE7SiGEBA,"American (Traditional), Burgers, Restaurants, Cafes",Las Vegas,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,1,36.113907,-115.198771,Laguna Pool House & Kitchen,,89103,151,NV,american,15.0,10.0,126.0,3.8874172185430464
3620 W Tropicana Ave,,,none,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,True,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,False,,,,,True,,False,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,False,,loud,,False,casual,,False,True,2.0,False,,True,,,no,2smgOPhpYbDT7G5tbVRdiQ,"Restaurants, Burgers, American (Traditional), Food",Las Vegas,,,,,,,,1,36.1013278111,-115.188151768,Burger King,,89103,24,NV,american,15.0,3.0,6.0,1.75
2000 Las Vegas Blvd S,,,full_bar,"{'romantic': True, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",False,no,"{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': False}",False,,True,"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}",,False,False,True,,,,False,False,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}",,True,False,"{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': True, 'video': False, 'jukebox': False}",average,,False,dressy,True,False,True,4.0,True,True,False,outdoor,True,no,R_ZlcX46pPdjhjmfd043LA,"Bars, Nightlife, Steakhouses, American (Traditional), Restaurants, Seafood, Diners",Las Vegas,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,1,36.147408,-115.155726,Top of the World,The Strip,89104,1305,NV,american,127.0,113.0,1064.0,3.871165644171779
3200 Las Vegas Blvd S,,,full_bar,"{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': True, 'casual': False}",,,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}",False,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}",,True,True,,,False,,False,False,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}",,True,False,"{'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}",average,False,False,dressy,,False,True,3.0,True,True,False,no,True,free,Rd11Bosr8JkfoUhZLzpuxg,"Nightlife, Steakhouses, Wine Bars, Seafood, Bars, Restaurants, American (Traditional)",Las Vegas,11:30-23:0,11:30-22:0,12:0-23:0,16:0-22:0,11:30-22:0,11:30-22:0,11:30-22:0,1,36.1276483735,-115.168328033,The Capital Grille,The Strip,89109,689,NV,american,40.0,44.0,605.0,4.39622641509434
200 E Fremont St,,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,False,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,False,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}",,,False,,loud,,False,casual,,False,True,2.0,False,True,True,,True,no,CBb7z-MTbkzBvsUHBDqxEg,"Steakhouses, Barbeque, American (Traditional), Seafood, Restaurants",Las Vegas,16:30-0:0,16:30-23:0,16:30-0:0,16:30-23:0,16:30-23:0,16:30-23:0,16:30-23:0,1,36.1710444967,-115.14303535200001,Tony Roma's,Downtown,89101,294,NV,american,106.0,46.0,142.0,2.377551020408163
"500 N Rainbow, Ste 300",,,none,,,,,True,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,True,,,,,,,,,,,,,,,,,,True,,,False,False,True,,True,,0Tutx9JhCi_HE6MUnbh5vw,"Soul Food, Restaurants, Food, American (Traditional), Caterers, Bakeries, Event Planning & Services",Las Vegas,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,0,36.1780972,-115.2414278,Sexy Lexy Kitchen,,89107,3,NV,american,1.0,,2.0,3.6666666666666665
3342 S Sandhill Rd,,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,True,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,True,,,,False,False,,False,"{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}",,,True,,average,,False,casual,,True,True,1.0,False,True,True,,True,free,GpzQY2XLo5A35Cf8-Mjazg,"Burgers, Food Delivery Services, Salad, Nightlife, American (New), Food, Bars, Comfort Food, Chicken Wings, Restaurants, American (Traditional), Cheesesteaks, Pizza",Las Vegas,14:0-23:30,14:0-23:30,14:0-23:30,14:0-23:30,14:0-23:30,14:0-23:30,14:0-23:30,1,36.1290736318,-115.09131179299999,Johnny Vegas Grill,Eastside,89121,163,NV,american,14.0,17.0,132.0,4.331288343558282
"3743 S Las Vegas Blvd, Ste 104",,,beer_and_wine,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,True,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,True,,,,False,False,,True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}",,,True,,average,,False,casual,,False,True,2.0,False,False,True,,True,free,QpmotuTsf_nHT8RKViFMPQ,"Asian Fusion, Burgers, American (Traditional), Restaurants",Las Vegas,11:30-0:0,11:30-23:0,11:30-0:0,11:30-0:0,11:30-0:0,11:30-23:0,11:30-23:0,0,36.1065014766,-115.17245449100001,Fuku Burger,The Strip,89109,171,NV,american,10.0,25.0,136.0,4.216374269005848
5585 Simmons St,,,none,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,True,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,False,,,,,,,True,"{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': True}",,,False,,average,,False,casual,,False,True,1.0,False,True,True,,True,no,0TljdWRIDQzlp4siHQ_BAQ,"American (Traditional), Restaurants, Diners, Breakfast & Brunch",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,1,36.2609532,-115.1804167,Denny's,,89031,77,NV,american,33.0,15.0,29.0,2.103896103896104
5757 Wayne Newton Blvd,,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,False,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,False,,,,,False,False,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,True,True,"{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}",average,,False,casual,,False,True,2.0,False,True,True,no,,no,88vF_9_X9dJwZ7w-hwtMow,"Restaurants, American (Traditional), Nightlife, Pubs, Bars",Las Vegas,,,,,,,,1,36.0839998,-115.1537389,Lucky Streak at LAS,Southeast,89119,43,NV,american,10.0,8.0,25.0,3.186046511627907
2200 N Rainbow Blvd,,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}",False,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,False,False,,,,,True,False,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,True,True,"{'dj': True, 'background_music': False, 'no_music': False, 'karaoke': True, 'live': False, 'video': False, 'jukebox': False}",average,,False,casual,,False,True,1.0,False,False,True,yes,,,vugrV0cSoUGfS1Ef_mF7nQ,"Nightlife, Karaoke, Casinos, American (Traditional), Restaurants, Arts & Entertainment, Bars",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0,36.199907,-115.2420369,Outpost Saloon,,89108,23,NV,american,2.0,1.0,20.0,3.260869565217391
"2801 N Tenaya Way, Ste A",,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}",True,,True,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",,True,False,,,,,False,False,"{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}",,True,True,"{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}",average,,True,casual,,True,True,2.0,True,True,True,yes,True,free,e7N0AW-sKkJmRIpEovxBAg,"American (New), Restaurants, Bars, Nightlife, Pubs, American (Traditional), Sports Bars",Las Vegas,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,1,36.2111233966,-115.249689339,Aces & Ales,,89128,432,NV,american,72.0,36.0,324.0,3.7777777777777777
3570 S Las Vegas Blvd,,,none,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,False,False,False,"{'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,False,,,,False,,,False,,,False,True,,,,False,,,False,False,1.0,False,False,False,no,True,free,MCenmA0zc9gNR1Cwyh4f1A,"Mediterranean, American (Traditional), Salad, Nightlife, Bars, Restaurants",Las Vegas,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,6:0-6:0,1,36.1161559,-115.1750576,Cleo's Team Dining room,The Strip,89109,16,NV,american,2.0,2.0,12.0,2.9375
"10955 Oval Park Dr, Ste D3",,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}",True,,True,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",,True,False,,,True,,False,True,"{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': True}",,True,True,"{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}",average,,True,casual,,True,True,2.0,True,True,True,no,True,free,bgXb5YYzQvHXmM8owZB4fQ,"Bars, Pizza, Nightlife, Seafood, Salad, American (Traditional), Restaurants, Sandwiches",Las Vegas,11:0-22:0,11:0-21:30,11:0-22:0,10:30-21:0,11:0-21:30,11:0-21:30,11:0-21:30,1,36.1515465211,-115.33266962799999,Wolfgang Puck Bar & Grill Summerlin,South Summerlin,89135,317,NV,american,55.0,33.0,229.0,3.498422712933754
