address,BikeParking,BusinessAcceptsCreditCards,Caters,CoatCheck,GoodForKids,HappyHour,HasTV,OutdoorSeating,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsReservations,RestaurantsTableService,RestaurantsTakeOut,WheelchairAccessible,business_id,categories,city,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,latitude,longitude,name,neighborhood,postal_code,review_count,state,cuisine,cat,cat_Calgary_american_1.0,cat_Calgary_american_2.0,cat_Calgary_american_3.0,cat_Calgary_american_4.0,cat_Calgary_american_nan,cat_Calgary_chinese_1.0,cat_Calgary_chinese_2.0,cat_Calgary_chinese_3.0,cat_Calgary_chinese_nan,cat_Calgary_italian_1.0,cat_Calgary_italian_2.0,cat_Calgary_italian_3.0,cat_Calgary_italian_4.0,cat_Calgary_italian_nan,cat_Las Vegas_american_1.0,cat_Las Vegas_american_2.0,cat_Las Vegas_american_3.0,cat_Las Vegas_american_4.0,cat_Las Vegas_american_nan,cat_Las Vegas_chinese_1.0,cat_Las Vegas_chinese_2.0,cat_Las Vegas_chinese_3.0,cat_Las Vegas_chinese_4.0,cat_Las Vegas_chinese_nan,cat_Las Vegas_italian_1.0,cat_Las Vegas_italian_2.0,cat_Las Vegas_italian_3.0,cat_Las Vegas_italian_4.0,cat_Las Vegas_italian_nan,cat_Toronto_american_1.0,cat_Toronto_american_2.0,cat_Toronto_american_3.0,cat_Toronto_american_4.0,cat_Toronto_american_nan,cat_Toronto_chinese_1.0,cat_Toronto_chinese_2.0,cat_Toronto_chinese_3.0,cat_Toronto_chinese_4.0,cat_Toronto_chinese_nan,cat_Toronto_italian_1.0,cat_Toronto_italian_2.0,cat_Toronto_italian_3.0,cat_Toronto_italian_4.0,cat_Toronto_italian_nan,negative_reviews,neutral_reviews,positive_reviews,stars,ambience_romantic,ambience_intimate,ambience_classy,ambience_hipster,ambience_touristy,ambience_trendy,ambience_upscale,ambience_casual,good_for_dessert,good_for_latenight,good_for_lunch,good_for_dinner,good_for_breakfast,good_for_brunch,parking_garage,parking_street,parking_validated,parking_lot,parking_valet,TotalOpenTimeInWeek,NumberOfWeekdaysWithEarlyOpening,NumberOfWeekdaysWithLateClosing,OpenOnWeekends,bestnight_monday,bestnight_tuesday,bestnight_wednesday,bestnight_thursday,bestnight_friday,bestnight_saturday,bestnight_sunday,music_dj,music_background_music,music_no_music,music_karaoke,music_live,music_video,music_jukebox,full_bar,beer_and_wine,no_alcohol,smoking_outdoor,smoking_no,smoking_yes,wifi_free,wifi_no,wifi_paid,noise_average,noise_loud,noise_quiet,noise_very_loud,price_range_1,price_range_2,price_range_3,price_range_4,attire_casual,attire_dressy
4680 S Decatur Blvd,True,True,False,False,False,True,True,True,False,True,False,True,True,True,B7wVtgjOxkFNOoD6S11Urw,"Bars, Sandwiches, Nightlife, Pubs, Restaurants, Breakfast & Brunch, American (Traditional)",Las Vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.1045481,-115.2074885,Flowing Tide Pub 6,,89103,40,NV,american,Las Vegas_american_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,38.0,4.775,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,False,False,True,False,0.0,5.0,5.0,2.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False
3700 W Flamingo Rd,True,True,False,False,True,True,True,False,False,True,True,True,True,True,YRiQtFNteLUUEiGkdQ23vg,"Nightlife, Bars, American (Traditional), Seafood, Sports Bars, Restaurants",Las Vegas,13.0,13.0,13.0,13.0,13.0,13.0,13.0,36.117207,-115.18826100000001,All-American Bar & Grille,,89103,393,NV,american,Las Vegas_american_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,61.0,252.0,3.1933842239185752,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,False,False,False,False,91.0,0.0,5.0,2.0,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False
820 N Rancho Dr,True,True,,,True,,True,False,False,True,False,False,True,,YODpEX6xACHoERsIol4-gg,"Burgers, Fast Food, American (Traditional), Restaurants",Las Vegas,18.0,18.0,18.0,17.0,18.0,18.0,18.0,36.1800146,-115.17759129999999,Burger King,,89106,14,NV,american,Las Vegas_american_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,1.0,6.0,2.4285714285714284,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,125.0,5.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
3000 Paradise Rd,False,True,False,,True,,False,False,False,True,False,True,True,True,VNr74A2-5_oqPN7bObPHuw,"American (Traditional), Restaurants",Las Vegas,8.0,8.0,8.0,8.0,8.0,8.0,8.0,36.1362575,-115.15125259999998,Paradise Café,Eastside,89109,75,NV,american,Las Vegas_american_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,15.0,31.0,2.0933333333333333,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,56.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
1121 S Main St,,True,,,False,True,False,True,False,True,True,,True,,Ku3ATIQunBSCP6_j6yOKFA,"Caribbean, Cocktail Bars, American (Traditional), Nightlife, Bars, Restaurants, Burgers",Las Vegas,8.0,0.0,8.0,6.0,8.0,0.0,8.0,36.1578391,-115.1532268,Jammyland,Downtown,89104,31,NV,american,Las Vegas_american_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,26.0,4.354838709677419,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,38.0,0.0,0.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
"Santa Fe Station Hotel & Casino, 4959 N Rancho Dr",,True,,,,,,False,,True,False,True,False,True,aOM158N_28GHq_JJkRD3jQ,"Food, American (Traditional), Restaurants, Cafes, Bakeries",Las Vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.254862,-115.225858,Coco's Bakery & Restaurant,Northwest,89130,5,NV,american,Las Vegas_american_nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,4.0,2.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"3342 E Sandhill Rd, Ste 11",True,True,False,False,False,True,True,False,False,True,False,True,True,True,iwGhazq9eP51PSerTrMrwg,"Nightlife, American (Traditional), Bars, Restaurants, Beer, Wine & Spirits, Pubs, Dive Bars, Food",Las Vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.1290404,-115.0912939,Mr G's Pub & Grub,Eastside,89121,27,NV,american,Las Vegas_american_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,4.0,19.0,3.821428571428572,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
2082 E Warm Springs,True,True,False,,True,,False,True,False,True,False,False,True,False,ccd6w9w81PUBmtV1DFXgig,"Burgers, Fast Food, Restaurants, American (Traditional), Ice Cream & Frozen Yogurt, Food",Las Vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0578852,-115.12348670000002,Sonic Drive-In,Southeast,89119,103,NV,american,Las Vegas_american_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.0,19.0,32.0,2.3689320388349517,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,True,False,0.0,5.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
3431 N Rancho,True,True,False,,True,,False,True,False,True,False,False,True,,yGXKMV1omio1I_3qNLdtAA,"Restaurants, Fast Food, American (Traditional), Food, Ice Cream & Frozen Yogurt, Burgers",Las Vegas,17.0,16.0,17.0,16.0,16.0,16.0,16.0,36.2206412,-115.21612590000001,Sonic Drive-In,Northwest,89130,23,NV,american,Las Vegas_american_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,4.0,8.0,3.0869565217391304,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,114.0,5.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
200 N Main St,True,True,False,,True,,True,False,False,True,False,True,True,True,YZGSNhgTS6YeyUYoivD-Ww,"Sushi Bars, Bars, Food, Restaurants, Pubs, American (Traditional), Breweries, Nightlife",Las Vegas,20.0,20.0,20.0,20.0,20.0,20.0,20.0,36.1744156664,-115.14490564799999,Triple 7 Restaurant & Microbrewery,,89101,527,NV,american,Las Vegas_american_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,57.0,409.0,3.6622390891840606,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,140.0,0.0,0.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
6455 W Sahara Ave,True,True,False,,True,,False,True,False,True,False,False,True,True,suLXZUWsh53kzoTVnO4gng,"Restaurants, Burgers, American (Traditional), Ice Cream & Frozen Yogurt, Fast Food, Food",Las Vegas,20.0,20.0,20.0,20.0,20.0,20.0,20.0,36.1435354,-115.23302959999998,Sonic Drive-In,Westside,89102,90,NV,american,Las Vegas_american_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,16.0,34.0,2.6,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,True,False,140.0,5.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
3350 S Decatur Blvd,,True,False,False,False,True,True,False,False,True,False,True,True,,6xBgaXrAlH5KMIW-GPSUzQ,"American (Traditional), Restaurants, Nightlife, Bars",Las Vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.1254221302,-115.207688663,The Underworld Grill & Bar,Chinatown,89102,20,NV,american,Las Vegas_american_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,4.0,10.0,2.9,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True,True,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False
"Palms Casino Resort, 4321 W Flamingo Rd",True,True,False,,False,,True,True,False,True,False,True,True,,qgng2rCxAPJr2YQZZp2mdg,"Restaurants, Beer, Wine & Spirits, Burgers, American (Traditional), Food",Las Vegas,15.5,13.5,15.5,13.5,13.5,13.5,13.5,36.114438045,-115.192994933,Back Room Burger,,89103,24,NV,american,Las Vegas_american_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,3.0,15.0,2.958333333333333,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,98.5,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
5111 Boulder Hwy,False,True,True,,True,,True,False,False,True,False,True,True,,X5Q_PKC-AeMrO4uSpnmgGg,"American (Traditional), Restaurants, Nightlife, Bars",Las Vegas,20.0,20.0,20.0,20.0,20.0,20.0,20.0,36.1128082,-115.06228859999999,TGI Fridays,,89122,22,NV,american,Las Vegas_american_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,2.0,10.0,2.590909090909091,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,140.0,5.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
5255 Boulder Hwy,True,True,False,,True,,True,False,False,True,False,True,True,True,jLHE095dxq83qNVNndqUFQ,"American (Traditional), Restaurants",Las Vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.1079011,-115.05637240000001,Snaps,,89122,92,NV,american,Las Vegas_american_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,13.0,61.0,3.358695652173913,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,True,True,0.0,5.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
5318 Boulder Hwy,True,True,False,,True,,False,False,False,True,False,True,True,,8nDEOGVVvReXFJ2zjPh4Pw,"Diners, Restaurants, Breakfast & Brunch, American (Traditional)",Las Vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.1061298135,-115.057791995,Denny's,,89122,56,NV,american,Las Vegas_american_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,10.0,22.0,2.3392857142857144,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,0.0,5.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
310 N Nellis Blvd,True,True,False,,True,,True,False,False,True,False,True,True,,lCwqJWMxvIUQt1Re_tDn4w,"Breakfast & Brunch, Restaurants, Diners, American (Traditional)",Las Vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.164774803600004,-115.061670542,Denny's,Sunrise,89110,59,NV,american,Las Vegas_american_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,6.0,26.0,2.5084745762711864,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,0.0,5.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
10690 Southern Highlands Pkwy,True,True,True,,True,,False,True,False,True,False,True,True,True,C9ImzBi5fn742ZcAYDww2A,"Grocery, Food, Restaurants, Steakhouses, Breakfast & Brunch, American (Traditional)",Las Vegas,8.0,8.0,8.0,8.0,8.0,8.0,8.0,35.9949501,-115.2062178,Rise & Shine - A Steak & Egg Place,Southwest,89141,1328,NV,american,Las Vegas_american_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.0,140.0,1041.0,4.067018072289157,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,56.0,5.0,0.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
7245 S Durango Dr,True,True,False,,True,,False,True,False,True,False,True,True,False,RqpL5Y50F9exjyHfpTzp3w,"Restaurants, Burgers, Fast Food, American (Traditional), Food, Ice Cream & Frozen Yogurt, Breakfast & Brunch",Las Vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.056580600000004,-115.27977150000001,Sonic Drive-In,Spring Valley,89113,133,NV,american,Las Vegas_american_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0,20.0,55.0,2.781954887218045,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,True,False,0.0,5.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
"6375 S Rainbow Blvd, Ste 101",True,True,True,,True,,False,True,False,True,False,False,True,True,dSjzFrUbIjqlhd2cJp-zSA,"Chicken Shop, Fast Food, Restaurants, American (New), American (Traditional), Salad, Food, Wraps",Las Vegas,8.0,8.0,5.0,7.0,8.0,8.0,8.0,36.072469899999994,-115.2435649,Rotisserie Chicken,Spring Valley,89118,33,NV,american,Las Vegas_american_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,29.0,4.363636363636363,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,52.0,0.0,0.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
9135 S Durango,True,True,True,,True,,True,False,False,True,False,True,True,True,ZtsnwjxjzMUI6tDZNrJUeA,"Restaurants, Steakhouses, Burgers, Seafood, American (Traditional)",Las Vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.021932,-115.279583,Montana Meat Company - Durango,Southwest,89113,345,NV,american,Las Vegas_american_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.0,37.0,225.0,3.3855072463768114,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,True,False,0.0,5.0,0.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
3650 S Decatur Blvd,True,True,False,False,False,True,True,False,False,True,True,True,True,True,1ZhZUzFbbt1gGXDEW3JaBw,"Sports Bars, Pool Halls, Restaurants, Bars, American (Traditional), Nightlife",Las Vegas,17.0,17.0,17.0,17.0,17.0,17.0,17.0,36.123557500000004,-115.2075378,Griff's,Chinatown,89103,50,NV,american,Las Vegas_american_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,5.0,42.0,4.26,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,119.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False
3740 E Flamingo Rd,,True,True,False,,True,True,False,False,,True,True,True,True,JOqH0qOAVL7OfkYW3opg4A,"Seafood, Restaurants, Latin American, American (Traditional), Mexican, Bars, Sports Bars, Nightlife",Las Vegas,15.0,11.0,15.0,12.0,12.0,11.0,11.0,36.1157801,-115.0936882,Casa Mariscos,Eastside,89106,7,NV,american,Las Vegas_american_nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0,5.0,3.2857142857142856,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,87.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4785 Blue Diamond Rd,True,True,True,False,True,True,True,False,False,True,True,True,True,True,DC3Uyai-vCCUgMmMvLESlw,"Pizza, Bars, Sports Bars, Restaurants, Nightlife, American (Traditional)",Las Vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.032924,-115.205633,Home Plate Grill & Bar,Southwest,89139,110,NV,american,Las Vegas_american_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,12.0,86.0,3.736363636363636,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,0.0,5.0,0.0,2.0,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False
1725 N Nellis Blvd,,True,,,True,,False,False,True,True,True,True,True,True,kYSWogqMiox_R_xib2U_Jg,"American (Traditional), Restaurants, Diners",Las Vegas,15.0,15.0,15.0,15.0,15.0,15.0,15.0,36.1908787,-115.06262609999999,Country Cafe,Sunrise,89115,8,NV,american,Las Vegas_american_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,6.0,3.25,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False,105.0,5.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"10670 Southern Highlands Pkwy, Ste 102",True,True,True,False,True,True,True,False,False,True,True,True,True,True,PIXl4WvAqjl2w9Lj81zXvQ,"Lounges, Karaoke, American (Traditional), Bars, Nightlife, Restaurants, American (New), Steakhouses, Italian",Las Vegas,6.0,6.0,6.0,13.0,6.0,6.0,6.0,35.9951511,-115.20684009999998,Zest - Bistro & Bar,Southwest,89141,503,NV,american,Las Vegas_american_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,37.0,422.0,4.296222664015905,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,49.0,0.0,5.0,2.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False
2275 Kyle Canyon Rd,True,True,False,,False,,False,True,False,False,True,True,True,,Mb8qJps-OBFmDALFo5dkJA,"Restaurants, American (Traditional), Steakhouses",Las Vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.3257717,-115.32898159999999,A Cut Above Restaurant,Centennial,89124,28,NV,american,Las Vegas_american_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,2.0,19.0,2.4642857142857144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
3059 N Rainbow Blvd,True,True,True,,True,,True,False,False,True,False,False,True,,FqJ1SWEBhgVl66FrcsovOQ,"Desserts, Restaurants, Food, American (Traditional), Italian, Pizza, Buffets",Las Vegas,10.0,10.0,10.0,10.0,10.0,10.0,10.0,36.2151476891,-115.24276793,Cicis,,89108,70,NV,american,Las Vegas_american_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,8.0,35.0,2.8,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,70.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
"5420 W Spring Mountain Rd, Ste 108",,True,,False,False,True,,False,False,True,True,True,False,True,vT812nRctS62PVxUverayw,"Restaurants, American (Traditional), Wine Bars, Nightlife, American (New), Spanish, Bars, Tapas/Small Plates",Las Vegas,4.5,0.0,4.5,0.0,4.5,4.5,4.5,36.1259171,-115.21526770000001,Mordeo Boutique Wine Bar,Chinatown,89146,14,NV,american,Las Vegas_american_nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,13.0,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,22.5,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
